Species,Abund,SciName,Taxa1,Taxa2,Taxa3,BM,"Birthing (1=hider, 2=follower)",Group,Threat,Temp,Rain,D,Prey,PreyOffset,PreyEst,logD,logAb,logPrey,Deer,WRSU,BioregionNo,Bioregion,Site,Site#,State,Coywolf,Period,Years,Duration,Country,Method,N,PopDens,HR,CoyoteBM,Wolf,Puma,Carnivores,Latitude,Longitude,Study,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,20.5,1338,NA,0.313805858,314,0,NA,NA,0.118531194,Deer,Rural,8.5.3,ETempForest,Yawkey Wildlife Centre,640,South Carolina,0,Annual,2009-2011,2,USA,Scats,72,NA,NA,NA,0,0,NA,33.2507,-79.268377,Souther and Wiggins 2012,NA
"Hare, showshoe",NA,Lepus americanus,Hares,Lagomorphs,Mammals,1.71,NA,1,0,4,768,NA,0.313953488,314,0,NA,NA,0.118579992,Deer,Rural,5.2.1,NthForests,Chequamegon National Forest,485,Wisconsin,0,Winter,1976,0.25,USA,Scats,92,NA,13.26667,NA,0,0,3,46.1666,-91,Huegel 1979,NA
"Deer, white-tailed",NA,Odocoileus virginianus,Deer,Ungulates,Mammals,55.5086,1,3,2,10.5,1063,NA,0.314471879,314,0,NA,NA,0.1187513,Deer,Rural,8.4.3,ETempForest,Elk County,673,Pennsylvania,1,Annual,1991,1,USA,Scats,63,NA,NA,NA,0,0,7,41.444,-78.652,Witmer et al 1996,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,14,658,NA,0.314735945,315,0,NA,NA,0.118838537,Deer,Rural,9.4.2,GreatPlains,Glen Elder,351,Kansas,0,Annual,1990-1991,1,USA,Scats,368,NA,NA,NA,0,0,3,38.94,-98.5,Brillhart and Kaufman 1995,NA
"Vole, sagebrush",NA,Lemmiscus curtatus,Voles,Rodents,Mammals,0.0283,NA,1,0,8,277,NA,0.314977974,315,6,NA,NA,0.118918478,No deer,Rural,10.1.5,Desert,Curlew Valley,182,Utah,0,Fall,1983,0.25,USA,Scats,53,NA,NA,NA,0,0,6,41.7077,-112.866644,Bartel 2003; Bartel & Knowlton 2005; Bartel et al 2008; Davison 1980; Mills & Knowlton 1991,NA
"Rabbit, eastern cottontail",NA,Sylvilagus floridanus,Rabbit,Lagomorphs,Mammals,1.1728,NA,1,0,15.5,1229,NA,0.315789474,316,0,NA,NA,0.119186408,Deer,Rural,8.5.1,ETempForest,Red Wolf Experimental Area,539,North Carolina,0,Winter,2009-2010,0.25,USA,Scats,64,NA,NA,NA,1,0,8,35.76,-75.87,McVey 2012,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,5,393,NA,0.315789474,316,4,NA,NA,0.119186408,Deer,Rural,9.3.3,GreatPlains,Roy,55,Montana,0,Annual,1978,1,USA,Scats,97,19,NA,NA,0,1,6,47.237465,-108.719642,Hamlin et al 1984; mule deer abundance from Hamlin & Mackay 1989,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,22,206,NA,0.316017316,316,0,NA,NA,0.119261604,No deer,Rural,10.2.2,Desert,Mojave Desert,256,California,0,Annual,2009,1,USA,Scats,625,NA,NA,NA,0,0,3,34.991,-116.86,Cypher et al. 2018,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,3.5,588,NA,0.316091954,316,0,NA,NA,0.119286234,Deer,Rural,6.2.14,NWForMtn,Valles Caldera National Preserve,266,New Mexico,0,Fall,2005,0.25,USA,Scats,113,67,10.6,NA,0,1,NA,35.838,-106.472,Gifford et al. 2020,NA
NA,NA,NA,NA,Rodents,Mammals,0.2,NA,1,0,5,393,NA,0.316498316,316,4,NA,NA,0.119420308,Deer,Rural,9.3.3,GreatPlains,Roy,53,Montana,0,Annual,1976,1,USA,Scats and stomachs,39,22,NA,NA,0,1,6,47.237465,-108.719642,Hamlin et al 1984; mule deer abundance from Hamlin & Mackay 1989,NA
Juniper,NA,Juniperus californica,Fruit,NA,Vegetation,NA,NA,NA,NA,12,448,NA,0.316666667,317,0,NA,NA,0.119475841,Deer,Rural,9.4.3,GreatPlains,Pinyon Canyon,417,Colorado,0,Spring,1983,0.25,USA,Scats,119,29,11.3,NA,0,1,6,37.497,-104.1547,"Gese 1987, Gese et al. 1988a; Gese et al. 1988b; Gese et al. 1989",NA
Crickets,NA,Gryllidae,NA,NA,Invertebrates,0.005,NA,3,0,17,442,NA,0.317152104,317,0,NA,NA,0.11963593,No deer,Rural,11.1.2,Mediterranean,Cazziro Plain National Monument,242,California,0,Dry,1990,0.5,USA,Scats,45,NA,NA,NA,0,0,3,35.178,-119.7908,White et al 1995,NA
NA,NA,NA,Voles,Rodents,Mammals,0.03,NA,1,0,1.5,621,NA,0.318181818,318,NA,NA,NA,0.119975317,Deer,Rural,6.2.10,NWForMtn,National Elk Refuge,123,Wyoming,0,Fall,1973,0.25,USA,Scats,90,NA,NA,NA,0,1,8,43.787461,-110.616094,Weaver 1977,NA
