cnt,uniqID,x,y,cur_b1,cur_b2,cur_b3,r45y50_b1,r45y50_b2,r45y50_b3,r85y50_b1,r85y50_b2,r85y50_b3,r45y70_b1,r45y70_b2,r45y70_b3,r85y70_b1,r85y70_b2,r85y70_b3
6310,Q169,27.37501061,-33.12493255,-0.055197351,0.046508659,0.126021594,-0.013343185,0.131614998,0.021983271,0.014433439,0.132590368,-0.005865918,-0.01511171,0.134459421,-0.001883812,0.041952994,0.12024685,-0.005434097
6311,Q170,27.62501061,-33.12493255,-0.026027553,0.049422666,0.147169873,0.02543466,0.126150951,0.045304637,0.052879933,0.124966823,0.002470749,0.023928873,0.130341232,0.006270828,0.074210748,0.112803623,0.002100742
6153,Q172,18.12501061,-32.87493255,0.07458628,0.082687214,0.051484749,0.125210494,0.079928502,0.097028561,0.155532062,0.079174832,0.029035883,0.132184848,0.093328044,0.031319533,0.178472817,0.062014699,0.023210989
6154,Q173,18.37501061,-32.87493255,0.047252167,0.079903387,0.056932781,0.093480766,0.084304444,0.101782069,0.123952717,0.083752036,0.029760534,0.102743603,0.094327554,0.031904455,0.152869582,0.060209297,0.023383696
6155,Q174,18.62501061,-32.87493255,0.020508384,-0.221915931,0.040534917,0.057546757,0.074608773,0.100621611,0.089410655,0.071581632,0.027206929,0.066392295,0.074931882,0.028802639,0.111136384,0.04792735,0.020584621
6156,Q175,18.87501061,-32.87493255,0.001313679,-0.222597554,0.037997767,0.05758705,0.059728414,0.100544266,0.0864086,0.055886228,0.027207686,0.068691105,0.055381745,0.028365968,0.109278701,0.038496383,0.020944756
6157,Q176,19.12501061,-32.87493255,0.17323795,-0.215769202,0.018309193,0.204473883,0.02969259,0.066109553,0.219334692,0.024282269,0.018612402,0.209158719,0.036759805,0.019423153,0.23493579,0.009385732,0.012820071
6158,Q177,19.37501061,-32.87493255,0.315103382,0.102672629,0.05858472,0.355695248,-0.000384447,0.041316271,0.370255679,-0.010375029,0.013837113,0.363319725,0.017082507,0.015019395,0.38104409,-0.024657981,0.00918541
6159,Q178,19.62501061,-32.87493255,0.265414953,0.102950089,0.060312267,0.304301918,-0.007209691,0.048066705,0.320251703,-0.013146029,0.016932856,0.315324694,0.005759214,0.016684838,0.330537856,-0.03323007,0.011345669
6160,Q179,19.87501061,-32.87493255,0.002350868,0.099431239,0.071413018,0.012873718,-0.040137347,0.065941252,0.03375271,-0.037417099,0.018122809,0.033951789,-0.042886969,0.0166816,0.055023056,-0.047579665,0.012189091
6161,Q180,20.12501061,-32.87493255,0.078831278,0.096339732,0.080205977,0.096990973,-0.054442972,0.050196163,0.112998493,-0.053325228,0.015215496,0.111182332,-0.05052622,0.013664728,0.123883277,-0.074316449,0.009061659
6162,Q181,20.37501061,-32.87493255,0.210727572,0.100619785,0.065703019,0.24622567,-0.029014556,0.038902145,0.259379178,-0.032588914,0.013268022,0.25808537,-0.01836277,0.012561526,0.266774803,-0.056591142,0.007640285
6163,Q182,20.62501061,-32.87493255,0.21357289,0.104315437,0.052014071,0.233633891,-0.043572035,0.04451045,0.245552137,-0.046069141,0.013702735,0.24567239,-0.031912897,0.012960006,0.251839429,-0.073810309,0.007093879
6164,Q183,20.87501061,-32.87493255,0.176330909,0.099545956,0.066243567,0.199588418,-0.058770858,0.0372083,0.209499881,-0.062890828,0.011284871,0.209495887,-0.052016955,0.010122043,0.215829656,-0.085221484,0.005191914
6165,Q184,21.12501061,-32.87493255,0.185694993,0.101721182,0.058946688,0.201380834,-0.059354387,0.027827794,0.212427869,-0.062775418,0.009009852,0.212318137,-0.053067274,0.007676648,0.218239054,-0.082422465,0.003723529
6166,Q185,21.37501061,-32.87493255,0.064203903,0.097199835,0.070600897,0.099224329,-0.083209008,0.038470928,0.112371229,-0.081661887,0.010189977,0.112817951,-0.08168482,0.008120354,0.119125515,-0.097164914,0.004310783
6167,Q186,21.62501061,-32.87493255,0.080379151,0.101048499,0.057878662,0.118113711,-0.051051419,0.03872434,0.129065499,-0.054781381,0.010609425,0.127722397,-0.054730654,0.008949933,0.13740015,-0.069616444,0.005503755
6168,Q187,21.87501061,-32.87493255,0.041762646,0.093895428,0.077460304,0.105498478,-0.016200112,0.04403995,0.11679019,-0.019207066,0.011820253,0.112468421,-0.021679748,0.010776769,0.126729771,-0.03510613,0.007200284
6169,Q188,22.12501061,-32.87493255,0.044348411,0.090167709,0.086959124,0.116163716,0.017387038,0.044863217,0.126925275,0.014664726,0.012037084,0.120655477,0.012460817,0.011807398,0.139478728,0.000981254,0.008305434
6170,Q189,22.37501061,-32.87493255,0.146126226,0.091351077,0.081808582,0.179326475,0.031259459,0.03596662,0.190215603,0.027226718,0.010514468,0.178416476,0.033345893,0.010947167,0.197833866,0.013819818,0.00762235
6171,Q190,22.62501061,-32.87493255,0.153047472,0.09106335,0.080120258,0.175734594,0.03675976,0.034902021,0.188522667,0.031666987,0.009585223,0.176525816,0.03982893,0.010469874,0.196557373,0.020064251,0.007001887
6172,Q191,22.87501061,-32.87493255,0.124024652,0.089361541,0.083295509,0.151369467,0.041869085,0.038615562,0.162326634,0.037669484,0.010464565,0.151819602,0.042562008,0.011101912,0.171365649,0.025545819,0.007848226
6173,Q192,23.12501061,-32.87493255,0.096138537,0.087374352,0.087490417,0.118411943,0.046560671,0.043400228,0.129775256,0.042420276,0.011135468,0.118106402,0.042360708,0.011583811,0.139977634,0.02881412,0.008354853
6174,Q193,23.37501061,-32.87493255,0.084150083,0.084943227,0.093057625,0.114445098,0.044611707,0.042315267,0.12572892,0.040150259,0.010423267,0.112604909,0.038638655,0.010827227,0.134463519,0.026613519,0.007651757
6175,Q194,23.62501061,-32.87493255,0.084457353,0.081223801,0.097161263,0.11615473,0.047645859,0.047165569,0.123163268,0.045270015,0.010339298,0.114318721,0.041784097,0.010816328,0.137042731,0.030929146,0.007264219
6176,Q195,23.87501061,-32.87493255,0.083743773,0.080021344,0.098641001,0.117303826,0.052573942,0.045044962,0.129309699,0.049106464,0.008940279,0.115223296,0.04693253,0.010036783,0.138174742,0.035118595,0.006223655
6177,Q196,24.12501061,-32.87493255,0.073147722,0.077926017,0.102358788,0.10936147,0.056649454,0.045671061,0.119984396,0.053544156,0.009088555,0.10601376,0.053046577,0.010311376,0.129516631,0.039762877,0.006507578
6178,Q197,24.37501061,-32.87493255,0.066001117,0.076926596,0.103950433,0.105940029,0.058808848,0.044429209,0.116677456,0.055713851,0.008008524,0.10443642,0.055856477,0.009490798,0.128268257,0.042664681,0.00549027
6179,Q198,24.62501061,-32.87493255,0.024259906,-0.233234674,0.038650449,0.01739281,0.074142523,0.057789456,0.029827267,0.071537592,0.010207382,0.014823328,0.061543711,0.011467503,0.046105977,0.054832656,0.007268063
6180,Q199,24.87501061,-32.87493255,0.035536095,-0.233075097,0.036919747,0.019577129,0.073836781,0.057029061,0.031413596,0.069015093,0.009861264,0.016769463,0.059975293,0.011174794,0.048206799,0.054743852,0.007092943
6181,Q200,25.12501061,-32.87493255,0.092969023,-0.231351122,0.02898984,0.095240764,0.063350163,0.042552616,0.107876889,0.059584629,0.006580988,0.093971923,0.060675561,0.008271068,0.118927538,0.048921283,0.004489267
6182,Q201,25.37501061,-32.87493255,0.127410859,0.076109253,0.097926565,0.143922538,0.061307076,0.032815263,0.152200967,0.05583648,0.004299599,0.140645787,0.059911646,0.005974611,0.165535837,0.042053554,0.002306339
6183,Q202,25.62501061,-32.87493255,0.095103137,0.072681457,0.104666471,0.096389279,0.075806037,0.039693512,0.107619844,0.073177554,0.004855324,0.092332937,0.073442884,0.007097616,0.119941331,0.059301343,0.00293824
6184,Q203,25.87501061,-32.87493255,0.109801874,-0.238269925,0.039032102,0.104270339,0.076801613,0.02881005,0.116784319,0.072646216,-0.000334093,0.101366743,0.073102348,0.001720954,0.126531616,0.060400113,-0.001777179
6185,Q204,26.12501061,-32.87493255,0.080071725,0.067043841,0.113438569,0.100733064,0.071702845,0.036968756,0.114990227,0.067505218,0.003804622,0.096267536,0.066843875,0.005693122,0.126369789,0.053067867,0.002000463
6186,Q205,26.37501061,-32.87493255,0.030452292,0.06269145,0.12382663,0.029109258,0.086659208,0.047425274,0.046013039,0.084125929,0.00515408,0.027710441,0.076548107,0.007417948,0.066595733,0.070039771,0.003075454
6187,Q206,26.62501061,-32.87493255,0.017728439,-0.250752956,0.028399067,0.01575942,0.091644473,0.005425427,0.036328372,0.089248843,-0.00998586,0.015688967,0.081979431,-0.007744845,0.056860328,0.075950436,-0.009751716
6188,Q207,26.87501061,-32.87493255,0.033191532,-0.253721684,0.020151028,0.032809,0.097150072,-0.02132605,0.060012538,0.095701747,-0.017459637,0.036157679,0.090114795,-0.0155755,0.079406425,0.080284372,-0.015097925
6189,Q208,27.12501061,-32.87493255,0.057210959,-0.25401026,0.01898302,0.089134254,0.102820843,-0.028003059,0.113901459,0.102244295,-0.018578244,0.089296483,0.109804824,-0.015806487,0.128042385,0.08962667,-0.015589806
6190,Q209,27.37501061,-32.87493255,0.007359603,-0.258425057,0.026376935,0.020175289,0.118378997,-0.021018198,0.048958048,0.118610561,-0.017686911,0.022148343,0.122735113,-0.014709854,0.070236906,0.104643501,-0.014696921
6191,Q210,27.62501061,-32.87493255,0.050224662,-0.256314367,0.021631923,0.090519324,0.108246274,-0.02985874,0.116593286,0.106376372,-0.019497899,0.090398997,0.118322127,-0.016140614,0.13303721,0.096629351,-0.016046831
6192,Q211,27.87501061,-32.87493255,-0.015563931,-0.261128455,0.038595326,0.025303677,0.127103597,-0.013188066,0.052333429,0.125990659,-0.016846305,0.025489451,0.131951302,-0.013397209,0.075588465,0.115235828,-0.014042482
6034,Q213,18.37501061,-32.62493255,0.029773541,0.079489574,0.059093192,0.10636571,0.081358619,0.097445533,0.135384604,0.080696426,0.028854638,0.112906359,0.092482783,0.031085672,0.158337221,0.059346966,0.022947062
6035,Q214,18.62501061,-32.62493255,-0.0011527,0.085308343,0.114701703,0.056236871,0.066385046,0.102947675,0.087724075,0.062665083,0.028693879,0.067493096,0.064506091,0.029957648,0.109853409,0.040340755,0.02188281
6036,Q215,18.87501061,-32.62493255,-0.020470629,-0.221891508,0.038919643,0.01490393,0.069577359,0.099949993,0.043348111,0.067056328,0.02535993,0.026562314,0.061153639,0.026228352,0.06952332,0.048802588,0.018889131
6037,Q216,19.12501061,-32.62493255,0.201510355,-0.211866975,0.009199873,0.209544316,0.029496955,0.063266456,0.226637587,0.023505716,0.017860802,0.216764286,0.03658177,0.0186537,0.241223782,0.008782143,0.012331458
6038,Q217,19.37501061,-32.62493255,0.151426539,0.094995305,0.084641397,0.184134945,0.008013017,0.070834361,0.200597271,0.006968327,0.02220037,0.191689387,0.011365279,0.021779196,0.212614387,-0.011064157,0.016316364
6039,Q218,19.62501061,-32.62493255,-0.012328144,0.088962235,0.10273964,-0.00585292,-0.037347447,0.080063954,0.015631415,-0.034680177,0.022310538,0.020002235,-0.041950125,0.020280631,0.037190061,-0.048529241,0.015517352
6040,Q219,19.87501061,-32.62493255,-0.094948858,0.109071806,0.040596619,-0.053827096,-0.068481579,0.073347054,-0.035365026,-0.05758521,0.020035287,-0.032964308,-0.072452731,0.017332431,-0.017581219,-0.076150164,0.012809013
6041,Q220,20.12501061,-32.62493255,0.073803023,0.095262036,0.083273441,0.084549315,-0.077082112,0.048456073,0.101645567,-0.070397496,0.014532692,0.105011776,-0.077726141,0.011859612,0.111314878,-0.096440151,0.007667176
6042,Q221,20.37501061,-32.62493255,0.007186851,0.097837962,0.073311239,-0.008418158,-0.113617949,0.059714597,0.006574855,-0.108662285,0.015353595,0.017971897,-0.117422909,0.012131016,0.021778364,-0.122046053,0.007800194
6043,Q222,20.62501061,-32.62493255,0.309671432,0.104372792,0.051274735,0.357375771,-0.045892917,0.023446314,0.36142078,-0.057098452,0.009386431,0.364148796,-0.029644761,0.008880181,0.36215499,-0.081470028,0.003676206
6044,Q223,20.87501061,-32.62493255,0.419908285,0.116468146,0.012605972,0.416041583,-0.045089133,0.017608279,0.420701057,-0.055101246,0.00798144,0.421716064,-0.024788398,0.007621588,0.416428983,-0.077545367,0.00269641
6045,Q224,21.12501061,-32.62493255,0.25295341,0.101956435,0.055794388,0.272884727,-0.05964553,0.033455979,0.279701799,-0.066396125,0.010352742,0.283385128,-0.050229341,0.0092394,0.280578285,-0.093166694,0.003870113
6046,Q225,21.37501061,-32.62493255,0.080246821,0.114628226,0.017369706,0.072781876,-0.150087953,0.031900909,0.081729665,-0.146247298,0.007460368,0.089488514,-0.145096153,0.00444104,0.088507786,-0.153680563,0.000829964
6047,Q226,21.62501061,-32.62493255,0.089644432,0.110947318,0.02709052,0.087265871,-0.114276782,0.033062063,0.09995234,-0.105744965,0.008268358,0.102322355,-0.11106988,0.005630585,0.10577824,-0.118216194,0.002282357
6048,Q227,21.87501061,-32.62493255,0.021388948,0.103083178,0.048830152,0.037799664,-0.048120264,0.048982069,0.050984982,-0.039744161,0.012439014,0.049174834,-0.057048876,0.0103685,0.060997482,-0.055593386,0.007134842
6049,Q228,22.12501061,-32.62493255,0.00325819,0.094774239,0.072132118,0.035602789,0.002944273,0.055790521,0.048767552,0.005161411,0.014384576,0.045030642,-0.011893498,0.012871427,0.060304184,-0.011024917,0.009886567
6050,Q229,22.37501061,-32.62493255,0.045486439,0.08698374,0.094129428,0.065511659,0.040170565,0.054829177,0.080483139,0.037677709,0.014400209,0.069479063,0.027291821,0.014024435,0.087512925,0.022273283,0.010959682
6051,Q230,22.62501061,-32.62493255,0.085889697,0.088803507,0.086309552,0.102972321,0.047622222,0.047358517,0.115040921,0.044870652,0.012141139,0.103159621,0.041330792,0.012615757,0.124310613,0.030513054,0.00911611
6052,Q231,22.87501061,-32.62493255,0.082114369,0.081728324,0.029685669,0.090677895,0.051588066,0.048668064,0.09939497,0.04892249,0.012687851,0.093118563,0.044088762,0.012887851,0.110270835,0.036557391,0.009914121
6053,Q232,23.12501061,-32.62493255,0.090052366,0.087368064,0.087289892,0.100382857,0.045722559,0.045130964,0.112400472,0.042800359,0.01130455,0.105692953,0.037225243,0.011332183,0.121900916,0.029199651,0.008463198
6054,Q233,23.37501061,-32.62493255,0.096672893,0.087593429,0.08489117,0.119738393,0.039703008,0.039588746,0.124868177,0.037830558,0.009856073,0.117885195,0.032931633,0.009904992,0.133424267,0.023984034,0.007069654
6055,Q234,23.62501061,-32.62493255,0.081784539,0.086912401,0.08503399,0.091478541,0.041561399,0.042891759,0.099991128,0.039584581,0.009992747,0.090382375,0.031645417,0.010037362,0.108281769,0.026358524,0.007206041
6056,Q235,23.87501061,-32.62493255,0.097721338,0.086327314,0.085380867,0.119535707,0.040690821,0.03681678,0.126242042,0.038289186,0.008435729,0.117638104,0.0338035,0.008644525,0.133111045,0.024613554,0.005867265
6057,Q236,24.12501061,-32.62493255,0.047083683,0.081286602,0.092634536,0.076066345,0.059123877,0.050351549,0.085605949,0.057336897,0.009650318,0.071332425,0.051076837,0.010755272,0.093435079,0.043913767,0.006965477
6058,Q237,24.37501061,-32.62493255,0.023564924,-0.22964704,0.028397854,0.0346938,0.074443422,0.052360047,0.047337715,0.073046654,0.008372434,0.032083806,0.064615496,0.009695563,0.055561826,0.061782707,0.006094997
6059,Q238,24.62501061,-32.62493255,-0.012166476,-0.233576253,0.038228169,-0.011763855,0.083873719,0.059769273,-0.004790132,0.084996864,0.009667965,-0.012298748,0.067951292,0.010507588,0.01159704,0.069707602,0.006818553
6060,Q239,24.87501061,-32.62493255,0.039860208,-0.230256885,0.026706368,0.04794202,0.071435168,0.052031543,0.05597733,0.070244811,0.009179081,0.047237739,0.061145883,0.010255445,0.069889337,0.057525925,0.00672019
6061,Q240,25.12501061,-32.62493255,0.036204085,0.07547041,0.102746829,0.058919512,0.071055591,0.04863888,0.068955041,0.069089405,0.008258131,0.058513347,0.06385237,0.009626839,0.08447022,0.056976013,0.006005316
6062,Q241,25.37501061,-32.62493255,0.192523092,0.077888586,0.090917692,0.192724109,0.046771687,0.022876251,0.200576469,0.042249393,0.002506266,0.19112204,0.049557097,0.003798537,0.208376601,0.028784633,0.000757783
6063,Q242,25.62501061,-32.62493255,0.204464003,-0.228860304,0.01278007,0.176934525,0.057658445,0.014901773,0.186469793,0.052986391,-0.003258085,0.174062937,0.058652662,-0.001388041,0.195775032,0.041064791,-0.004709267
6064,Q243,25.87501061,-32.62493255,0.09134949,-0.235462278,0.030958956,0.058289025,0.078893661,0.035312984,0.064256668,0.077708051,0.001044895,0.057393681,0.07235574,0.002753539,0.085817814,0.066183515,-0.000959528
6065,Q244,26.12501061,-32.62493255,0.160974368,0.068902649,0.107406475,0.160917491,0.056210592,0.023088299,0.170042709,0.052495681,0.000287851,0.155578956,0.056551825,0.002353488,0.179795757,0.039981186,-0.001309405
6066,Q245,26.37501061,-32.62493255,0.135972962,0.066183507,0.112508662,0.154693291,0.059762452,0.022389842,0.166220337,0.055863548,-0.000447908,0.15038909,0.059965063,0.001805807,0.173908353,0.044124298,-0.001798288
6067,Q246,26.62501061,-32.62493255,0.141397715,-0.245217979,0.015061183,0.161740616,0.066066891,-0.011704626,0.175187662,0.060253639,-0.012059253,0.159321666,0.065452382,-0.009817571,0.184415922,0.048717894,-0.011711742
6068,Q247,26.87501061,-32.62493255,0.185185879,-0.244676515,0.00427697,0.231529459,0.0779697,-0.037690632,0.244082093,0.074246317,-0.019433513,0.228461862,0.091903172,-0.016780995,0.253978312,0.060996648,-0.01722315
6069,Q248,27.12501061,-32.62493255,0.120904863,-0.248957455,0.019206407,0.167139962,0.090947933,-0.013644191,0.183922589,0.088142566,-0.011688563,0.165933415,0.104469717,-0.008899534,0.194710538,0.076526113,-0.010117477
6070,Q249,27.37501061,-32.62493255,0.105348371,0.059597511,0.090462238,0.159349382,0.090402916,-0.024894221,0.177172035,0.087563433,-0.01512927,0.157043323,0.104372315,-0.011707359,0.18562676,0.079096504,-0.013174077
6071,Q250,27.62501061,-32.62493255,0.082096122,-0.254511774,0.014291273,0.112316884,0.103375629,-0.039156307,0.135299727,0.101537287,-0.021715501,0.111885138,0.115083292,-0.018529335,0.147646993,0.093138054,-0.017849259
6072,Q251,27.87501061,-32.62493255,0.049803123,-0.257560313,0.019136757,0.081337996,0.111889295,-0.037650578,0.108526163,0.109907553,-0.021961397,0.083540209,0.120965987,-0.018687356,0.127485365,0.100230411,-0.017903669
6073,Q252,28.12501061,-32.62493255,0.034280043,-0.259286702,0.022134995,0.078192785,0.114540398,-0.040007971,0.107300222,0.111561328,-0.023143783,0.080424517,0.123054959,-0.019910177,0.126172066,0.101706266,-0.018746747
6074,Q253,28.37501061,-32.62493255,-0.04904379,0.04282039,0.122138858,0.017362883,0.132154644,-0.009591494,0.04862291,0.130407497,-0.016881917,0.019512072,0.135857746,-0.012691163,0.071858734,0.12030033,-0.014212077
5914,Q255,18.37501061,-32.37493255,0.034323011,0.080262318,0.057250712,0.107178658,0.079378411,0.094118558,0.13586317,0.078465961,0.027950061,0.113607004,0.089836821,0.03005635,0.156706914,0.056142338,0.022024024
5915,Q256,18.62501061,-32.37493255,0.006752292,0.079241917,0.056902032,0.068372488,0.061604492,0.099062204,0.098890193,0.057253454,0.027918672,0.079212599,0.059094511,0.029190658,0.120097645,0.036967177,0.021502618
5916,Q257,18.87501061,-32.37493255,0.153485537,-0.215237752,0.019721851,0.188831687,0.038793746,0.06549231,0.205594867,0.035333075,0.01770566,0.192621469,0.045703571,0.018552454,0.219631866,0.017165625,0.01193671
5917,Q258,19.12501061,-32.37493255,0.317116946,0.101159088,0.065107413,0.338164151,0.004419287,0.045661867,0.355426967,-0.002724996,0.016010959,0.347777396,0.021031428,0.016757539,0.363281429,-0.021512842,0.010681689
5918,Q259,19.37501061,-32.37493255,0.121599987,0.094568737,0.086096808,0.150730267,0.011056098,0.071414068,0.168762058,0.008803586,0.020847248,0.159063667,0.011852795,0.020867523,0.178445324,-0.011642587,0.014637637
5919,Q260,19.62501061,-32.37493255,-0.114338256,0.095206752,0.082999222,-0.093144588,-0.038723126,0.084982991,-0.069707803,-0.033782858,0.023044309,-0.067610539,-0.058227926,0.020020291,-0.048807878,-0.059211832,0.015461307
5920,Q261,19.87501061,-32.37493255,-0.132928848,0.109324567,0.038821485,-0.112744227,-0.071789436,0.081162386,-0.089798622,-0.06580206,0.021091282,-0.085318245,-0.084774844,0.018032664,-0.073043339,-0.081649803,0.013614881
5921,Q262,20.12501061,-32.37493255,-0.083616808,0.101944864,0.060481958,-0.099368349,-0.099212974,0.07330282,-0.080454729,-0.095579527,0.018411407,-0.074948646,-0.108592853,0.015383158,-0.064421296,-0.116480507,0.010231282
5922,Q263,20.37501061,-32.37493255,0.287417263,0.104240738,0.052346841,0.285270482,-0.050268661,0.035368055,0.295811176,-0.05429364,0.012349556,0.29855898,-0.044601675,0.010751165,0.296723753,-0.085331134,0.005856392
5923,Q264,20.62501061,-32.37493255,0.426874578,0.115153506,0.017943002,0.427229583,-0.053892832,0.014250539,0.430858433,-0.065544911,0.007975856,0.432436734,-0.035285,0.007130155,0.422056377,-0.093825288,0.002422272
5924,Q265,20.87501061,-32.37493255,0.338716,0.113203824,0.023832522,0.31929034,-0.07209833,0.019375363,0.32333523,-0.07648696,0.008163471,0.328656584,-0.06140795,0.006433863,0.319603533,-0.11090631,0.001750138
5925,Q266,21.12501061,-32.37493255,0.333061248,0.114213571,0.018571733,0.304636508,-0.068076529,0.023662914,0.311181307,-0.071447231,0.008421603,0.315951765,-0.058508776,0.006936804,0.308033884,-0.101255774,0.002183247
5926,Q267,21.37501061,-32.37493255,0.339764476,0.10858503,0.034259886,0.320971638,-0.057378549,0.017404364,0.327210337,-0.061463859,0.006955484,0.329370946,-0.046924133,0.005790149,0.323372215,-0.085595749,0.001765017
5927,Q268,21.62501061,-32.37493255,0.150637031,0.096094593,0.071448341,0.125399426,-0.101737276,0.031006649,0.132190228,-0.105113581,0.007725423,0.137113079,-0.107716553,0.005130546,0.137499377,-0.111623667,0.002230853
5928,Q269,21.87501061,-32.37493255,0.080101177,0.09552639,0.071462288,0.059991959,-0.06111278,0.04308043,0.069413461,-0.062991366,0.010725744,0.070097603,-0.072957397,0.008507866,0.075458623,-0.072065607,0.005754525
5929,Q270,22.12501061,-32.37493255,0.023829572,0.094848394,0.071296588,0.022372896,-0.005573075,0.055675019,0.034604996,-0.006562493,0.013953335,0.034788325,-0.021656971,0.012337345,0.045931682,-0.016712187,0.009652492
5930,Q271,22.37501061,-32.37493255,0.034280807,0.086984389,0.093287863,0.031172205,0.034972064,0.058539104,0.040459618,0.034801252,0.015199764,0.036716823,0.020853395,0.014439692,0.049914263,0.021838406,0.011648711
5931,Q272,22.62501061,-32.37493255,0.030388493,0.074868225,0.045774795,0.028023189,0.065495856,0.065507479,0.040126596,0.062732831,0.014433591,0.03259825,0.05537051,0.015499266,0.051244363,0.052230727,0.011208951
5932,Q273,22.87501061,-32.37493255,0.076602332,0.087842613,0.086824648,0.075958252,0.05171999,0.048995342,0.086565956,0.047824115,0.011564769,0.079274349,0.043504871,0.012207009,0.092598215,0.036747068,0.008803144
5933,Q274,23.12501061,-32.37493255,0.095554702,0.09054821,0.075757205,0.098005369,0.04316169,0.044309683,0.107914343,0.039480895,0.010733362,0.096866965,0.036257498,0.011100386,0.112350203,0.026989266,0.008241503
5934,Q275,23.37501061,-32.37493255,0.158761099,0.089360118,0.079201065,0.167123929,0.025198622,0.028443916,0.17522943,0.021418987,0.007005348,0.166030645,0.02287855,0.007334215,0.1789857,0.007771688,0.004450453
5935,Q276,23.62501061,-32.37493255,0.111007653,0.089315079,0.077575572,0.110205099,0.029204376,0.036912054,0.115468785,0.0297735,0.008477513,0.109359816,0.021927321,0.008352401,0.122049585,0.014429753,0.005533432
5936,Q277,23.87501061,-32.37493255,0.292100847,0.094156072,0.059231136,0.313351303,0.005204982,-0.001807921,0.313430041,-0.000294354,-0.000705779,0.310210168,0.014647732,-3.04E-05,0.314358592,-0.014834031,-0.002647051
5937,Q278,24.12501061,-32.37493255,0.086984575,-0.228200421,0.025519663,0.054991033,0.064188004,0.051473562,0.060590979,0.062954783,0.009165684,0.056426812,0.052001491,0.009941085,0.073216267,0.04736644,0.006208738
5938,Q279,24.37501061,-32.37493255,0.039371949,-0.231688976,0.033897631,0.049779288,0.072144099,0.050682232,0.055896867,0.071877465,0.008470943,0.049454674,0.064920552,0.009773146,0.0699163,0.05994324,0.005989113
5939,Q280,24.62501061,-32.37493255,0.031820603,-0.233391508,0.036892291,0.052120034,0.072085522,0.050236821,0.058162749,0.07156077,0.008971996,0.052017812,0.066492207,0.010169775,0.072334208,0.060314879,0.006758873
5940,Q281,24.87501061,-32.37493255,0.102301151,0.077319093,0.097962797,0.122074917,0.05685145,0.037806761,0.127671987,0.054126021,0.006671881,0.118643433,0.055486962,0.007882562,0.132874161,0.044447087,0.004894122
5941,Q282,25.12501061,-32.37493255,0.154686034,0.079317302,0.089559413,0.156930164,0.049432412,0.029924914,0.164662823,0.04497835,0.004611945,0.154494509,0.048399646,0.005742372,0.171542078,0.034083713,0.002902413
5942,Q283,25.37501061,-32.37493255,0.265057981,-0.220708907,-0.004979847,0.26001209,0.026314653,0.00207362,0.262686044,0.019892389,-0.001253772,0.258057743,0.034968209,-0.000280441,0.270041436,0.00930047,-0.002524488
5943,Q284,25.62501061,-32.37493255,0.17234312,-0.229918092,0.016099442,0.167443797,0.052522514,0.015576176,0.176922113,0.04754347,-0.002972129,0.163796917,0.051200125,-0.001188433,0.184982762,0.039085068,-0.004342951
5944,Q285,25.87501061,-32.37493255,0.18206355,-0.231571227,0.01770246,0.183171049,0.046992917,0.018943081,0.193098605,0.041118301,0.000117154,0.181562334,0.048829526,0.001802996,0.201439917,0.030991351,-0.001250183
5945,Q286,26.12501061,-32.37493255,0.257585555,0.075990185,0.084369391,0.300176084,0.030078078,-0.003931592,0.30571261,0.022148754,-0.005675016,0.297997206,0.039279725,-0.003872969,0.30809024,0.009658322,-0.006563266
5946,Q287,26.37501061,-32.37493255,0.40077439,-0.226470068,-0.007673835,0.406454384,0.021511262,-0.025646834,0.407967031,0.012989653,-0.011159398,0.399446398,0.038609777,-0.009313353,0.407167017,-0.002758137,-0.011582228
5947,Q288,26.62501061,-32.37493255,0.322140485,-0.231256008,-0.022951974,0.361632198,0.033471014,-0.056248598,0.367821932,0.027096285,-0.020163003,0.355675191,0.049548212,-0.018567568,0.367366195,0.010906382,-0.018646033
5948,Q289,26.87501061,-32.37493255,0.244548291,-0.235409662,-0.011847879,0.286211103,0.057040185,-0.044622671,0.297560066,0.052451443,-0.018536445,0.284813255,0.071802206,-0.016285209,0.302256823,0.03861627,-0.016967634
5949,Q290,27.12501061,-32.37493255,0.182210714,-0.240582243,0.001882422,0.229760155,0.073519878,-0.033042073,0.244623199,0.070499532,-0.015779406,0.22942777,0.088609755,-0.01296244,0.252207845,0.05844086,-0.014099665
5950,Q291,27.37501061,-32.37493255,0.141349599,-0.246301576,5.24E-05,0.180750787,0.086437769,-0.055372417,0.197424963,0.084244549,-0.023512226,0.182391584,0.102649778,-0.020798879,0.208416194,0.076121204,-0.019470485
5951,Q292,27.62501061,-32.37493255,0.079143062,0.056194734,0.083087318,0.117803693,0.09840969,-0.04618226,0.140291393,0.096808098,-0.021586372,0.119012922,0.11027123,-0.018683821,0.153574988,0.088574529,-0.017553316
5952,Q293,27.87501061,-32.37493255,-0.026779713,-0.258928686,0.02818691,-0.028052595,0.130260035,-0.024287265,0.00189123,0.131220534,-0.017919064,-0.026136672,0.131482631,-0.014915583,0.028840663,0.120713755,-0.014044192
5953,Q294,28.12501061,-32.37493255,0.044602536,-0.255370349,0.016129665,0.080209352,0.108438998,-0.046335023,0.105465084,0.107171759,-0.023148891,0.082458563,0.117298841,-0.020100497,0.124457724,0.098249055,-0.018858785
